,ID,URL,Availability,Inventory_State,Brand_Link,Name,Brand_Name,Reference,Price,Views,Reference_Number,Box,Papers,Manufactured_In,Style,Gender,Case_Size,Case_Material,Dial_Color,Hours_Markers,Caseback,Case_Shape,Water_Resistance,Movement,Complications,Strap_Bracelet_Material,Band_Color,Buckle_Type,Bracelet_Length,Warranty_Details,Year
1201,1201,https://www.thewatchbox.com//sg/en/shop/4786471.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Omega,Speedmaster Moonphase,OMEGA,REF 304.23.44.52.06.001,16859.0,,304.23.44.52.06.001,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,STAINLESS STEEL,GREY,INDEX,Exhibition,Round,100m,Automatic,CALENDAR,ALLIGATOR,GREY,DEPLOYANT BUCKLE,,,2021
1202,1202,https://www.thewatchbox.com//sg/en/shop/4707923.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 16203,ROLEX,REF 16203 STL AR OYS,12312.0,,16203 STL AR OYS,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,GRAY,ARABIC NUMERALS,Solid,Round,1m,Automatic,DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,,,
1203,1203,https://www.thewatchbox.com//sg/en/shop/4538807.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Hublot,Big Bang,HUBLOT,REF 361.SX.7170.LR.1204,12679.0,,361.SX.7170.LR.1204,Yes,No,Switzerland,Casual,Ladies,38mm,STAINLESS STEEL,BLUE,INDEX,Exhibition,Round,50m,Quartz (Battery),TIME ONLY,ALLIGATOR,BLUE,DEPLOYANT BUCKLE,,,
1204,1204,https://www.thewatchbox.com//sg/en/shop/4582797.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/everyday-watches/,Master Control Memovox,JAEGER-LECOULTRE,REF Q4118420,14299.0,,Q4118420,Yes,Yes,Switzerland,"Casual, Dress",Mens,40mm,STAINLESS STEEL,SILVER,"ARABIC NUMERALS, INDEX",Exhibition,Round,50m,Automatic,ALARM,LEATHER,GREY,FOLDING BUCKLE,,,2020
1205,1205,https://www.thewatchbox.com//sg/en/shop/4671947.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Panerai,Luminor 1950 3-Days Acciaio PAM 663,PANERAI,REF PAM00663,11124.0,,PAM00663,Yes,Yes,Switzerland,Casual,Mens,47mm,STAINLESS STEEL,BROWN,INDEX,Exhibition,Cushion,100m,Manual Wind,TIME-ONLY,LEATHER,BROWN,TANG BUCKLE,,,2016
1206,1206,https://www.thewatchbox.com//sg/en/shop/4715199.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=IWC,Ingenieur Perpetual Calendar Digital Date-Month,IWC,REF IW3792-01,26287.0,,IW3792-01,No,No,Switzerland,Casual,Mens,46mm,TITANIUM,BLACK,INDEX,Exhibition,Round,50m,Automatic,CHRONOGRAPH,ALLIGATOR,BLACK,TANG BUCKLE,,,
1207,1207,https://www.thewatchbox.com//sg/en/shop/4557039.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/classically-sized/,Classique,BREGUET,REF 5920BB/15/984,14407.0,,5920BB/15/984,Yes,No,Switzerland,Dress,Mens,34mm,WHITE GOLD,SILVER,ROMAN NUMERALS,Solid,Round,30m,Automatic,DATE,ALLIGATOR,BLACK,TANG BUCKLE,,,
1208,1208,https://www.thewatchbox.com//sg/en/shop/4524187.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer 214270,ROLEX,REF 214270-0003,14753.0,,214270-0003,No,Yes,Switzerland,"Casual, Dress",Mens,39mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2017
1209,1209,https://www.thewatchbox.com//sg/en/shop/4614863.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Corum,Bubble Watch Dani Oliver Limited Edition,CORUM,REF 082.310.98/0061 DO01,3575.0,,082.310.98/0061 DO01,Yes,Yes,Switzerland,Casual,Mens,47mm,COATED STAINLESS STEEL,"MOTHER OF PEARL, MULTICOLORED",NO MARKERS,Exhibition,Round,50m,Automatic,TIME-ONLY,LEATHER,BLACK,TANG BUCKLE,,,2016
1210,1210,https://www.thewatchbox.com//sg/en/shop/4562732.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Calibre De Cartier,CARTIER,REF W7100018,36115.0,,W7100018,Yes,Yes,Switzerland,Dress,Mens,42mm,ROSE GOLD,SILVER,ROMAN NUMERALS,Exhibition,Round,30m,Automatic,DATE,ROSE GOLD,ROSE GOLD,FOLDING BUCKLE,,,2016
1211,1211,https://www.thewatchbox.com//sg/en/shop/4611174.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Octa Automatique Limited Edition,F.P. JOURNE,REF OA SS 38 A GO,,,OA SS 38 A GO,No,No,Switzerland,"Casual, Dress",Mens,38mm,STAINLESS STEEL,YELLOW GOLD,ARABIC NUMERALS,Exhibition,Round,30m,Automatic,DATE,ALLIGATOR,BROWN,TANG BUCKLE,,,
1212,1212,https://www.thewatchbox.com//sg/en/shop/4778387.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Girard-Perregaux,Casquette 2.0,GIRARD-PERREGAUX,REF 39800-32-001-32A,9482.0,,39800-32-001-32A,Yes,Yes,Switzerland,Casual,Mens,42x33mm,CERAMIC,BLACK,ARABIC NUMERALS,Solid,Asymmetrical,50m,Quartz,TIME-ONLY,CERAMIC,BLACK,FOLDING BUCKLE,"8""",,2022
1213,1213,https://www.thewatchbox.com//sg/en/shop/4651626.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 228235,ROLEX,REF 228235-0001,67100.0,,228235-0001,Yes,Yes,Switzerland,Dress,Mens,40mm,ROSE GOLD,PINK,"INDEX, ROMAN NUMERALS",Solid,Round,100m,Automatic,DATE,ROSE GOLD,ROSE GOLD,FOLDING BUCKLE,,,2019
1214,1214,https://www.thewatchbox.com//sg/en/shop/4495529.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116200,ROLEX,REF 116200-0059,,,116200-0059,No,Yes,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,2018
1215,1215,https://www.thewatchbox.com//sg/en/shop/4708517.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 16234,ROLEX,REF 16234 BLK IX OYS,12020.0,,16234 BLK IX OYS,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,1m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1995
1216,1216,https://www.thewatchbox.com//sg/en/shop/4641734.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 118348,ROLEX,REF 118348-0018,52186.0,,118348-0018,No,Yes,Switzerland,Casual,Mens,36mm,YELLOW GOLD,CHAMPAGNE,DIAMOND,Solid,Round,100m,Mechanical(Automatic),DAY AND DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7.25""",,2005
1217,1217,https://www.thewatchbox.com//sg/en/shop/4674792.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Vacheron%20Constantin,Overseas Chronograph,VACHERON CONSTANTIN,REF 49150/B01A-9097,38470.0,,49150/B01A-9097,Yes,No,Switzerland,"Casual, Dress, Sport",Mens,42mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,150m,Automatic,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,
1218,1218,https://www.thewatchbox.com//sg/en/shop/4741617.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Grand%20Seiko,"Heritage Collection Spring Drive Four Seasons ""Winter""",GRAND SEIKO,REF SBGA415,,,SBGA415,Yes,Yes,Japan,"Casual, Dress",Mens,40mm,TITANIUM,GRAY,INDEX,Exhibition,Round,100m,Automatic,DATE,TITANIUM,GREY,FOLDING BUCKLE,"7.25"" 3 LINKS",,2021
1219,1219,https://www.thewatchbox.com//sg/en/shop/4698346.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Vintage,AUDEMARS PIGUET,REF 5411BC,21784.0,,5411BC,No,No,Switzerland,Dress,Mens,34x32mm,WHITE GOLD,WHITE,INDEX,Solid,Square,50m,Manual Wind,TIME-ONLY,WHITE GOLD,WHITE,FOLDING BUCKLE,,,
1220,1220,https://www.thewatchbox.com//sg/en/shop/4574539.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Oris,Rectangular,ORIS,REF 01 561 7783 4063-07 5 19 16,,,01 561 7783 4063-07 5 19 16,Yes,Yes,Switzerland,Casual,Ladies,25mm,STAINLESS STEEL,GRAY,"ARABIC NUMERALS, INDEX",Exhibition,Rectangle,30m,Automatic,DATE,LEATHER,GREEN,TANG BUCKLE,,,
1221,1221,https://www.thewatchbox.com//sg/en/shop/4602546.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust II 116300,ROLEX,REF 116300-0001,14105.0,,116300-0001,No,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2014
1222,1222,https://www.thewatchbox.com//sg/en/shop/4784294.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Chronometre Bleu,F.P. JOURNE,REF CSBLEU TA 39 D BL,128650.0,,CSBLEU TA 39 D BL,Yes,Yes,,"Casual, Dress",Mens,39mm,TANTALUM,BLUE,ARABIC NUMERALS,Exhibition,Round,30m,Manual Wind,TIME-ONLY,ALLIGATOR,BLUE,DEPLOYANT BUCKLE,,,2017
1223,1223,https://www.thewatchbox.com//sg/en/shop/4743225.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Octa Reserve de Marche Brass Movement,F.P. JOURNE,REF O-ORM G 38 B RG,271685.0,,O-ORM G 38 B RG,Yes,Yes,Switzerland,Dress,Mens,38mm,ROSE GOLD,ROSE GOLD,ARABIC NUMERALS,Exhibition,Round,30m,Automatic,DATE,ROSE GOLD,ROSE GOLD,FOLDING BUCKLE,"7.5""",,
1224,1224,https://www.thewatchbox.com//sg/en/shop/4563193.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Zenith,Elite Pilot Montre d'Aeronef Type 20 GMT,ZENITH,REF 03.2430.693/21.C723,6124.0,,03.2430.693/21.C723,No,No,Switzerland,Casual,Mens,48mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Round,100m,Mechanical (Automatic),GMT/WORLD TIME,LEATHER,BLACK,TANG BUCKLE,,,
1225,1225,https://www.thewatchbox.com//sg/en/shop/4699237.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Bell%20%26%20Ross,BR-05,BELL & ROSS,REF BR05A-BLU-ST/SST,5432.0,,BR05A-BLU-ST/SST,Yes,Yes,Switzerland,Casual,Mens,40mm,STAINLESS STEEL,BLUE,"INDEX, ARABIC",Exhibition,Square,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2022
1226,1226,https://www.thewatchbox.com//sg/en/shop/4688537.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,Pearlmaster,ROLEX,REF 86345SAJOR,160240.0,,86345SAJOR,Yes,Yes,Switzerland,Dress,Mens,39mm,ROSE GOLD,"DARK GRAY, DIAMOND",ROMAN NUMERALS,Solid,Round,1m,Automatic,DATE,ROSE GOLD,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2020
1227,1227,https://www.thewatchbox.com//sg/en/shop/4631362.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/lunar-new-year/,Datejust 116233,ROLEX,REF 116233 CHP SUN ROM JUB,13694.0,,116233 CHP SUN ROM JUB,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,CHAMPAGNE,ROMAN NUMERALS,Solid,Round,1m,Automatic,DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,,,
1228,1228,https://www.thewatchbox.com//sg/en/shop/4538815.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/alternative-materials/,Classic Fusion Black Magic,HUBLOT,REF 511.CM.1171.LR,10087.0,,511.CM.1171.LR,Yes,No,Switzerland,Casual,Mens,45mm,CERAMIC,BLACK,INDEX,Exhibition,Round,50m,Mechanical(Automatic),DATE,"RUBBER, ALLIGATOR",BLACK,TANG BUCKLE,,,
1229,1229,https://www.thewatchbox.com//sg/en/shop/4669370.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Blancpain,Leman Tourbillon 2125-1527-35,BLANCPAIN,REF 2125-1527-53,38232.0,,2125-1527-53,No,No,Switzerland,"Casual, Dress",Mens,38mm,WHITE GOLD,WHITE,"INDEX, DOT",Exhibition,Round,30m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,7.5,,
1230,1230,https://www.thewatchbox.com//sg/en/shop/4669305.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/jacks-picks/,"Metiers D'Art ""Nightingale""",VACHERON CONSTANTIN,REF 33222/000R-9517,55706.0,,33222/000R-9517,No,Yes,Switzerland,Dress,Mens,40mm,ROSE GOLD,"BLACK, SKELETON",NO MARKERS,Exhibition,Round,30m,Manual Wind,TIME-ONLY,ALLIGATOR,BLACK,TANG BUCKLE,,,2019
1231,1231,https://www.thewatchbox.com//sg/en/shop/4539706.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Omega,Speedmaster Professional Moonwatch Tokyo Olympics Limited Edition,OMEGA,REF 522.20.42.30.01.001,10130.0,,522.20.42.30.01.001,Yes,Yes,Switzerland,"Casual, Sport",Mens,42mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,50m,Manual wind,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,8IN,,2020
1232,1232,https://www.thewatchbox.com//sg/en/shop/4703401.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Baignoire Allonge,CARTIER,REF WB510831,38470.0,,WB510831,Yes,Yes,Switzerland,Dress,Ladies,22x47mm,ROSE GOLD,SILVER,ROMAN NUMERALS,Solid,Oval,30m,Manual Wind,TIME-ONLY,LEATHER,BLACK,DEPLOYANT BUCKLE,,,2006
1233,1233,https://www.thewatchbox.com//sg/en/shop/4641551.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Panerai,Luminor Marina Logo PAM 631,PANERAI,REF PAM00631,6944.0,,PAM00631,Yes,Yes,Switzerland,Casual,Mens,44mm,STAINLESS STEEL,BLACK,"ARABIC NUMERALS, INDEX",Solid,Cushion,,Manual wind,TIME-ONLY,LEATHER,BROWN,TANG BUCKLE,,,2016
1234,1234,https://www.thewatchbox.com//sg/en/shop/4636171.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/watches/everyday-watches/,Elegance Collection Limited Edition,GRAND SEIKO,REF SBGW251,39290.0,,SBGW251,Yes,Yes,Japan,"Casual, Dress",Mens,38mm,PLATINUM,SILVER,INDEX,Solid,Round,30m,Manual wind,TIME-ONLY,ALLIGATOR,BLACK,TANG BUCKLE,,,2017
1235,1235,https://www.thewatchbox.com//sg/en/shop/4520599.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Vacheron%20Constantin,Toledo 1952 WG,VACHERON CONSTANTIN,REF 47300/000G-9064,28361.0,,47300/000G-9064,Yes,Yes,Switzerland,Casual,Mens,35mm,WHITE GOLD,SILVER,ARABIC NUMERALS,Solid,Rectangle,30m,Automatic,DATE,ALLIGATOR,BLACK,TANG BUCKLE,,,
1236,1236,https://www.thewatchbox.com//sg/en/shop/4715496.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Oris,Divers Sixty-Five,ORIS,REF 01 733 7707 4354-07 4 20 18,2549.0,,01 733 7707 4354-07 4 20 18,Yes,Yes,Switzerland,Casual,Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,1m,Automatic,DATE,RUBBER,BLACK,TANG BUCKLE,,,
1237,1237,https://www.thewatchbox.com//sg/en/shop/4682068.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Breitling,Endurance Pro,BREITLING,REF X82310D51B1S1,4298.0,,X82310D51B1S1,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,BREITLIGHT,BLACK,ARABIC NUMERALS,Solid,Round,100m,Quartz,CHRONOGRAPH,RUBBER,BLUE,TANG BUCKLE,,,2020
1238,1238,https://www.thewatchbox.com//sg/en/shop/4748158.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,"Octa Lune 2 ""Havana""",F.P. JOURNE,REF O-ALH PT 40 A BR,128304.0,,O-ALH PT 40 A BR,Yes,Yes,Switzerland,Dress,Mens,40mm,PLATINUM,BROWN,ARABIC NUMERALS,Exhibition,Round,30m,Automatic,CALENDAR,ALLIGATOR,TAN,TANG BUCKLE,,,2021
1239,1239,https://www.thewatchbox.com//sg/en/shop/4751277.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Grand%20Seiko,Elegance Collection Limited Edition,GRAND SEIKO,REF SBGK015,15552.0,,SBGK015,Yes,Yes,Japan,"Casual, Dress",Mens,39mm,STAINLESS STEEL,BLUE,INDEX,Exhibition,Round,1m,Manual Wind,POWER RESERVE INDICATOR,ALLIGATOR,BLUE,DEPLOYANT BUCKLE,,,2022
1240,1240,https://www.thewatchbox.com//sg/en/shop/4560298.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Vacheron%20Constantin,Overseas Chronograph,VACHERON CONSTANTIN,REF 49150/000A-9745,39982.0,,49150/000A-9745,Yes,Yes,Switzerland,"Casual, Sport",Mens,42mm,STAINLESS STEEL,BLUE,INDEX,Solid,Round,100m,Mechanical (Automatic),CHRONOGRAPH,ALLIGATOR,BLUE,DEPLOYANT BUCKLE,"7.5""",,2015
1241,1241,https://www.thewatchbox.com//sg/en/shop/4694519.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Oris,Artelier Date,ORIS,REF 01 733 7721 4051-07 5 21 34FC,,,01 733 7721 4051-07 5 21 34FC,Yes,No,Switzerland,Casual,Mens,40mm,STAINLESS STEEL,SILVER,INDEX,Exhibition,Round,50m,Mechanical(Automatic),DATE,LEATHER,BLACK,DEPLOYANT BUCKLE,,,2021
1242,1242,https://www.thewatchbox.com//sg/en/shop/4568481.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116231,ROLEX,REF 116231-0084,17744.0,,116231-0084,No,Yes,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,WHITE,NO MARKERS,Solid,Round,100m,Automatic,DATE,TWO-TONE: ROSE/STAINLESS,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,7.5 INCH,,2008
1243,1243,https://www.thewatchbox.com//sg/en/shop/4601910.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116231,ROLEX,REF 116231 BLK ROS JUB,16232.0,,116231 BLK ROS JUB,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,"BLACK, PINK",INDEX,Solid,Round,100m,Automatic,DATE,TWO-TONE: ROSE/STAINLESS,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2008
1244,1244,https://www.thewatchbox.com//sg/en/shop/4557658.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116231,ROLEX,REF 116231-0085,16232.0,,116231-0085,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,BLACK,NO MARKERS,Solid,Round,100m,Automatic,DATE,ROSE GOLD AND STAINLESS STEEL,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2007
1245,1245,https://www.thewatchbox.com//sg/en/shop/4584991.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust II 116300,ROLEX,REF 116300-0004,14148.0,,116300-0004,No,No,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,BLUE,NO MARKERS,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,
1246,1246,https://www.thewatchbox.com//sg/en/shop/4565347.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/watches/rob-miller/,Tribute To Fifty Fathoms Limited Edition,BLANCPAIN,REF 5015B-1130-52A,32130.0,,5015B-1130-52A,Yes,Yes,Switzerland,"Casual, Sport",Mens,45mm,STAINLESS STEEL,BLACK,DOT/INDEX,Solid,Round,3001m,Automatic,DATE,FABRIC/CANVAS,BLACK,TANG BUCKLE,STANDARD,,2011
1247,1247,https://www.thewatchbox.com//sg/en/shop/4629739.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Royal Oak,AUDEMARS PIGUET,REF 14700BC.A,117623.0,,14700BC.A,Yes,No,Switzerland,"Casual, Dress",Mens,36mm,WHITE GOLD,BLUE,INDEX,Solid,Octagon,50m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,,,1980
1248,1248,https://www.thewatchbox.com//sg/en/shop/4659926.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Roger%20Dubuis,Golden Square Perpetual Calendar Limited Edition,ROGER DUBUIS,REF G40 WG BLACK,51116.0,,G40 WG BLACK,No,No,Switzerland,Dress,Mens,40mm,WHITE GOLD,BLACK,ROMAN NUMERALS,Exhibition,Square,50m,Automatic,DATE,LEATHER,BLACK,DEPLOYANT BUCKLE,,,
1249,1249,https://www.thewatchbox.com//sg/en/shop/4752010.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Breitling,Navitimer B01 Chronograph,BREITLING,REF AB0137211B1A1,11351.0,,AB0137211B1A1,Yes,Yes,Switzerland,"Casual, Sport",Mens,46mm,STAINLESS STEEL,BLACK,"ARABIC NUMERALS, INDEX",Exhibition,Round,30m,Automatic,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"9""",,2022
1250,1250,https://www.thewatchbox.com//sg/en/shop/4633947.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 41 126300,ROLEX,REF 126300-0007,14602.0,,126300-0007,No,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GRAY,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2019
1251,1251,https://www.thewatchbox.com//sg/en/shop/4602710.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Hublot,Classic Fusion,HUBLOT,REF 511.CM.7170.RX,10724.0,,511.CM.7170.RX,Yes,No,Switzerland,Casual,Mens,45mm,CERAMIC,BLUE,INDEX,Exhibition,Round,50m,Automatic,DATE,RUBBER,BLUE,DEPLOYANT BUCKLE,,,
1252,1252,https://www.thewatchbox.com//sg/en/shop/4748620.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Breitling,Premier Day & Date,BREITLING,REF A45340211G1X4,4903.0,,A45340211G1X4,Yes,Yes,Switzerland,"Casual, Dress",Mens,40mm,STAINLESS STEEL,SILVER,INDEX,Solid,Round,100m,Automatic,DATE,LEATHER,BLACK,TANG BUCKLE,,,2022
1253,1253,https://www.thewatchbox.com//sg/en/shop/4644100.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Blancpain,Villeret Inverse,BLANCPAIN,REF 6616-1527-55B,40414.0,,6616-1527-55B,No,Yes,Switzerland,Dress,Mens,43mm,WHITE GOLD,SILVER,ROMAN NUMERALS,Exhibition,Round,30m,Manual wind,TIME-ONLY,ALLIGATOR,BLACK,DEPLOYANT BUCKLE,,,2016
1254,1254,https://www.thewatchbox.com//sg/en/shop/4646394.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/staff-picks/,Balancier S2,GREUBEL FORSEY,REF BALANCIER S2,358808.0,,BALANCIER S2,Yes,Yes,Switzerland,"Casual, Dress",Mens,46mm,TITANIUM,SKELETON,INDEX,Exhibition,Round,100m,Manual wind,POWER RESERVE INDICATOR,TITANIUM,GREY,FOLDING BUCKLE,"7.75""",,2022
1255,1255,https://www.thewatchbox.com//sg/en/shop/4603700.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Oyster Perpetual Date 15200,ROLEX,REF 15200 BLU IX AR OYS,7236.0,116.0,15200 BLU IX AR OYS,No,Yes,Switzerland,Casual,Mens,34mm,STAINLESS STEEL,BLUE,"ARABIC NUMERALS, INDEX",Solid,Round,1m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1999
1256,1256,https://www.thewatchbox.com//sg/en/shop/4725529.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Breitling,Aviator 8 B01 Chronograph Curtiss Warhawk,BREITLING,REF AB01192A1L1X2,8726.0,,AB01192A1L1X2,Yes,Yes,Switzerland,"Casual, Sport",Mens,43mm,STAINLESS STEEL,GREEN,ARABIC NUMERALS,Exhibition,Round,100m,Automatic,CHRONOGRAPH,LEATHER,GREEN,DEPLOYANT BUCKLE,,,2022
1257,1257,https://www.thewatchbox.com//sg/en/shop/4587622.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 41 126333,ROLEX,REF 126333-0020,21384.0,,126333-0020,No,No,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GRAY,"INDEX, ROMAN NUMERALS",Solid,Round,100m,Automatic,DATE,"STAINLESS STEEL, YELLOW GOLD","SILVER, YELLOW GOLD",FOLDING BUCKLE,"7.25""",,2019
1258,1258,https://www.thewatchbox.com//sg/en/shop/4702866.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust II 116333,ROLEX,REF 116333-0001,19786.0,,116333-0001,Yes,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GREY,ROMAN/ INDEX,Solid,Round,100m,Mechanical(Automatic),DATE,"STAINLESS STEEL, YELLOW GOLD","SILVER, YELLOW GOLD",FOLDING BUCKLE,"7.25""",,2014
1259,1259,https://www.thewatchbox.com//sg/en/shop/4718631.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust II 116333,ROLEX,REF 116333-0001,20174.0,,116333-0001,Yes,No,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GREY,ROMAN/ INDEX,Solid,Round,100m,Mechanical(Automatic),DATE,"STAINLESS STEEL, YELLOW GOLD","SILVER, YELLOW GOLD",FOLDING BUCKLE,"7.75""",,2013
